,PacketTotalNum,DurationTime,PacketLenMean,PayloadLenMean,TimeGapMean
34565,1,0.0,79.0,37.0,0.0
34566,1,0.0,415.0,373.0,0.0
34567,1,0.0,75.0,33.0,0.0
34568,1,0.0,387.0,345.0,0.0
34569,5,65935.79709386826,64.0,22.0,16483.949273467064
34570,5,65935.79700803757,84.0,22.0,16483.94925200939
34571,5,63689.81022691727,84.0,22.0,15922.452556729317
34572,5,63689.81014704704,64.0,22.0,15922.45253676176
34573,5,-10059.805835008621,84.0,22.0,-2514.9514587521553
34574,5,-10059.80590415001,64.0,22.0,-2514.9514760375023
34575,5,-7593.892651796341,84.0,22.0,-1898.4731629490852
34576,5,-7593.892516851425,64.0,22.0,-1898.4731292128563
34577,3,-5101.5030019283295,131.0,89.0,-2550.7515009641647
34578,3,-4759.024919986725,131.0,89.0,-2379.5124599933624
34579,5,64630.86082696915,84.0,22.0,16157.715206742287
34580,5,64630.8606698513,64.0,22.0,16157.715167462826
34581,5,3536860.2839300632,84.0,22.0,884215.0709825158
34582,5,3536860.2837991714,64.0,22.0,884215.0709497929
34583,1,0.0,79.0,37.0,0.0
34584,5,65651.64083003998,84.0,22.0,16412.910207509995
34585,5,63849.63274693489,64.0,22.0,15962.408186733723
34586,5,64070.869545936584,84.0,22.0,16017.717386484146
34587,5,64070.86927199364,64.0,22.0,16017.71731799841
34588,5,65001.55216002464,84.0,22.0,16250.38804000616
34589,5,65001.552273988724,64.0,22.0,16250.388068497181
34590,1,0.0,79.0,37.0,0.0
34591,1,0.0,415.0,373.0,0.0
34592,5,65832.42269897461,84.0,22.0,16458.105674743652
34593,5,65832.42256689072,64.0,22.0,16458.10564172268
34594,5,74633.38664698601,84.0,22.0,18658.346661746502
34595,5,74633.38667488098,64.0,22.0,18658.346668720245
34596,3,-5101.503399133682,131.0,89.0,-2550.751699566841
34597,3,-4759.025146007538,131.0,89.0,-2379.512573003769
34598,5,1550.9753980636597,84.0,22.0,387.7438495159149
34599,5,1550.9752638339996,64.0,22.0,387.7438159584999
34600,5,64769.993258953094,84.0,22.0,16192.498314738274
34601,5,64769.99317216873,64.0,22.0,16192.498293042183
34602,5,64319.930586099625,84.0,22.0,16079.982646524906
34603,5,64319.930539131165,64.0,22.0,16079.982634782791
34604,3,-5101.504150867462,131.0,89.0,-2550.752075433731
34605,3,-4759.025052070618,131.0,89.0,-2379.512526035309
34606,5,615.2784910202026,84.0,22.0,153.81962275505066
34607,5,615.278636932373,64.0,22.0,153.81965923309326
34608,5,64038.59374308586,84.0,22.0,16009.648435771465
34609,5,64038.59375286102,64.0,22.0,16009.648438215256
34610,3,-5101.503715991974,131.0,89.0,-2550.751857995987
34611,3,-4759.025032997131,131.0,89.0,-2379.5125164985657
34612,5,605.595293045044,84.0,22.0,151.398823261261
34613,5,605.5952730178833,64.0,22.0,151.39881825447083
34614,5,3536402.4883511066,64.0,22.0,884100.6220877767
34615,5,3536402.4881179333,84.0,22.0,884100.6220294833
34616,1,0.0,92.0,50.0,0.0
34617,5,63770.152369976044,64.0,22.0,15942.538092494011
34618,5,63770.1522231102,84.0,22.0,15942.53805577755
34619,5,65395.274139881134,84.0,22.0,16348.818534970284
34620,5,65395.27408385277,64.0,22.0,16348.818520963192
34621,5,3537758.6984829903,84.0,22.0,884439.6746207476
34622,5,3537758.698465109,64.0,22.0,884439.6746162772
34623,5,63732.88782596588,84.0,22.0,15933.22195649147
