,PacketTotalNum,DurationTime,PacketLenMean,PayloadLenMean,TimeGapMean
191,6098,41.50023698806763,60.53000983929157,0.0,0.00680666507923038
192,744,5.964974880218506,63.405913978494624,0.6397849462365591,0.008028229986835136
193,22,9.724560022354126,83.0,0.0,0.4630742867787679
194,487,41.347896099090576,67.3223819301848,5.749486652977413,0.08507797551253204
195,1718,41.468670129776,69.19208381839348,0.0,0.024151817198471752
196,575,41.333889961242676,66.64,5.356521739130435,0.07201026125652034
197,116,32.43849587440491,72.22413793103448,9.172413793103448,0.28207387716873833
198,20,4.777152061462402,73.7,13.1,0.2514290558664422
199,197,41.4595410823822,68.58883248730965,5.685279187817259,0.21152827082848064
200,750,41.41323900222778,94.04266666666666,28.042666666666666,0.055291373834750045
201,910,41.46186399459839,100.08021978021978,34.08021978021978,0.04561261165522375
202,218,40.858614921569824,67.19266055045871,4.623853211009174,0.18828854802566738
203,206,41.389076948165894,68.97572815533981,6.839805825242719,0.20189793633251654
204,3,0.15869784355163574,65.66666666666667,7.666666666666667,0.07934892177581787
205,466,41.44516205787659,62.437768240343345,0.0,0.08912938076962706
206,192,41.387004137039185,67.953125,5.588541666666667,0.21668588553423657
207,252,41.41416382789612,86.74603174603175,27.77777777777778,0.16499666863703633
208,177,41.25369715690613,72.36723163841808,5.745762711864407,0.23439600657333026
209,196,41.442737102508545,68.09693877551021,5.474489795918367,0.21252685693594126
210,41,5.129966974258423,86.65853658536585,0.7560975609756098,0.12824917435646058
211,187,13.903955936431885,64.62032085561498,0.0,0.07475245127113916
212,94,8.906741857528687,66.35106382978724,0.32978723404255317,0.0957714178228891
213,843,41.32428002357483,85.644128113879,0.21352313167259787,0.049078717367666065
214,1308,41.42877411842346,61.14678899082569,0.0,0.03169760835380525
215,167,40.68912696838379,69.20958083832335,7.041916167664671,0.24511522270110717
216,505,41.4249701499939,81.17623762376238,0.499009900990099,0.08219240109125774
217,750,41.461740016937256,84.784,0.192,0.05535612819350769
218,382,41.409695863723755,78.38219895287958,0.46596858638743455,0.10868686578405184
219,24,0.4251139163970947,105.83333333333333,51.333333333333336,0.018483213756395424
220,2,0.0015799999237060547,60.0,0.0,0.0015799999237060547
221,235,16.626211166381836,62.54042553191489,0.13191489361702127,0.07105218447171725
222,189,41.07726812362671,68.82010582010582,6.862433862433862,0.2184961070405676
223,1554,41.484363079071045,64.32046332046332,0.0,0.02671240378562205
224,78,2.4268059730529785,87.64102564102564,30.871794871794872,0.03151696068899972
225,1420,41.463677167892456,63.06478873239437,0.0,0.02922035036497002
226,625,38.88846302032471,68.432,5.7184,0.062321254840263955
227,363,36.656965017318726,63.92286501377411,2.236914600550964,0.10126233430198543
228,1507,41.46345591545105,63.79031187790312,0.0,0.027532175242663378
229,36,0.8425860404968262,60.0,0.0,0.02407388687133789
230,804,27.112756967544556,82.40049751243781,0.06965174129353234,0.03376432997203556
231,248,17.464190006256104,69.68548387096774,0.45161290322580644,0.07070522269739313
232,318,23.731043100357056,87.40880503144655,0.0,0.07486133470144182
233,476,40.21791696548462,76.92857142857143,0.11764705882352941,0.08466929887470447
234,1,0.0,66.0,0.0,0.0
235,2,6.006220102310181,64.0,0.0,6.006220102310181
236,3858,9.930495977401733,61.32192846034214,0.0,0.0025746683892667187
237,203,13.550009965896606,62.54679802955665,0.15270935960591134,0.0670792572569139
238,374,41.24865198135376,66.93582887700535,2.5026737967914436,0.11058619834143099
239,7,0.9163310527801514,74.28571428571429,16.0,0.15272184213002524
240,124,9.092852115631104,65.93548387096774,0.0,0.07392562695635044
241,456,41.42929697036743,66.76754385964912,6.017543859649122,0.09105339993487348
242,1,0.0,60.0,0.0,0.0
243,1,0.0,66.0,0.0,0.0
244,54,38.29218792915344,65.66666666666667,6.222222222222222,0.7224941118708197
245,24,38.27465009689331,66.5,7.0,1.664115221604057
246,13,20.134224891662598,73.07692307692308,12.923076923076923,1.6778520743052165
247,26,38.38005495071411,67.92307692307692,8.615384615384615,1.5352021980285644
248,33,38.16923499107361,68.36363636363636,8.484848484848484,1.1927885934710503
249,56,40.26799011230469,66.48214285714286,8.732142857142858,0.7321452747691761
250,6,0.11433696746826172,74.66666666666667,7.333333333333333,0.022867393493652344
251,725,41.46234583854675,69.4455172413793,0.0,0.057268433478655734
252,30,2.002323865890503,66.53333333333333,0.0,0.06904565054794838
253,315,41.42360711097717,67.73333333333333,6.222222222222222,0.1319223156400547
254,4,0.28052306175231934,72.5,14.0,0.09350768725077312
255,43,17.800055980682373,68.0,6.186046511627907,0.42381085668291363
256,10,0.23653793334960938,65.6,5.6,0.026281992594401043
257,1515,41.44169998168945,63.67392739273927,0.0,0.027372324954880747
258,4,38.22791504859924,61.5,0.0,12.742638349533081
259,6,27.040364980697632,79.5,22.5,5.408072996139526
260,111,5.26875114440918,64.01801801801801,0.5045045045045045,0.04789773767644709
261,377,41.489388942718506,63.92838196286472,1.7639257294429709,0.11034411952850666
262,409,41.38323998451233,65.79462102689486,2.645476772616137,0.10142950976596159
263,1,0.0,60.0,0.0,0.0
264,105,38.25987100601196,64.78095238095239,4.266666666666667,0.3678833750578073
265,168,12.153398990631104,61.892857142857146,0.0,0.07277484425527607
266,543,41.447535037994385,66.62062615101289,5.482504604051566,0.07647146685976823
267,10,40.06857705116272,85.0,28.0,4.4520641167958575
268,456,41.43095278739929,68.4298245614035,6.017543859649122,0.09105703909318526
269,3,0.13080406188964844,76.66666666666667,18.666666666666668,0.06540203094482422
270,21,2.941987991333008,82.71428571428571,1.4761904761904763,0.14709939956665039
271,7,18.175016164779663,76.28571428571429,16.0,3.0291693607966104
272,211,41.07137179374695,79.40284360189574,18.578199052132703,0.19557796092260452
273,1466,37.14829707145691,60.020463847203274,0.0,0.02535719936618219
274,118,20.590780019760132,68.50847457627118,5.694915254237288,0.17598957281846267
275,7,18.17450499534607,76.28571428571429,16.0,3.0290841658910117
276,7,18.460053205490112,76.28571428571429,16.0,3.076675534248352
277,13,38.17287802696228,68.15384615384616,8.615384615384615,3.181073168913523
278,405,41.42989897727966,63.51111111111111,1.8518518518518519,0.10254925489425659
279,440,12.887513160705566,61.388636363636365,0.19772727272727272,0.02935652200616302
280,328,41.4573769569397,60.90853658536585,0.8536585365853658,0.12678096928727736
281,2,0.00018405914306640625,60.0,0.0,0.00018405914306640625
